Accession,ALL 19769 TA+ Norel,ALL 406 TA+ (ML) Norel,ALL 4466 Norel,ALL 1245 TA- Norel,ALL 16125 TA- Norel,ALL 23368 TA- Norel,ALL R28 (ML) Relap,ALL 1234 ML,ALL 1305 ML,ALL 1421 ML,ALL 1425 ML,ALL 1486 ML,ALL 1457 ML,ALL 1256 TA+ (ML) Norel,ALL 1275 TA+ (ML) Norel,ALL 1101 TA- (ML) Norel,ALL 1319 TA- (ML) Norel,ALL 522 TA- (ML) Norel,ALL SH 6,ALL SH 12,ALL SH 15,AML 15 (PK) Norel,AML 19 (PK) Norel,AML 10 (PK) Relap,AML 9 (PK) Relap,AML SH 5,AML SH 13,AML SH 14,AML SH 16,AML SH 18,AML 17 ML,AML 25 ML,AML 11 (ML),AML 12 (ML),AML 5 (ML) Relap,"
"
HG2815-HT4023_s_at,13706,7925,9376,8075,10204,17896,9761,6480,8804,8119,6239,5157,7826,7376,12437,11786,12696,11195,8061,6895,10370,21079,12745,5959,8248,14946,4939,9310,7061,11324,12539,9617,17446,15002,12570,"
"
HG3076-HT3238_s_at,4094,3068,1881,2516,2065,3289,2966,1668,1677,1948,1630,1145,1356,3621,4528,4044,4802,4437,1128,1848,1009,698,4565,2351,2959,1714,955,797,1080,3021,2742,1895,2320,2176,1540,"
"
M31520_rna1_s_at,8818,4982,6003,6478,5963,9261,5937,6119,6268,5200,6012,3687,6214,11299,9628,6517,8621,8072,4743,5417,5279,14889,7665,6172,6887,4414,5161,3276,4022,3578,6519,6678,6976,6677,8884,"
"
HG4264-HT4534_s_at,809,292,478,524,489,1188,213,381,307,275,406,948,167,474,641,1050,1317,1057,104,128,401,1941,1810,921,917,431,167,287,304,697,388,280,795,501,697,"
"
M10277_s_at,15216,21240,18237,18759,18494,14924,20474,19669,18056,19391,14731,13213,18796,16921,17319,17086,15544,23891,20551,9123,19948,19251,16037,10433,15098,24180,15036,39623,25656,27634,20217,18156,16462,26443,34026,"
"
J00105_s_at,21909,18109,23728,23444,19730,20401,16531,9680,15027,22256,18546,17515,11228,22109,20132,19096,20699,21406,7379,13701,14699,14517,20591,13878,18520,12622,9835,20586,14745,11576,12229,17445,21028,8295,18295,"
"
V00599_s_at,16077,15140,2809,12425,7607,15174,6927,11042,9114,19321,7872,7655,5262,4163,9600,9404,7473,8465,10113,9774,14191,2776,8897,5732,7915,10343,6146,3193,6604,6094,4799,5746,5076,2952,2115,"
"
J02621_s_at,2006,2035,597,5587,2090,6782,2322,1828,2492,2323,3039,2698,1667,1805,2666,3076,5619,2642,1450,2026,3319,643,3189,1538,1539,2015,1450,633,1920,1829,2506,3094,2256,1721,917,"
"
J02683_s_at,5765,2503,1121,5723,2715,10417,2525,2611,2442,2128,4406,3609,2383,2700,2751,11256,6405,2845,2925,3154,4056,4541,2169,2554,3693,4123,2423,1567,1812,1339,2916,3018,3810,672,1264,"
"
X05130_s_at,834,649,922,1660,590,946,532,737,843,920,810,892,518,805,1102,1288,1323,753,1175,556,1453,744,3832,2403,2761,2110,1533,964,2447,1638,1067,1260,1130,848,581,"
"
J03077_s_at,1584,1228,2152,2998,1952,3384,1132,446,2045,1395,2192,2606,1270,1815,2230,715,5153,5507,1844,2016,3055,16363,6935,2576,7219,7174,3101,10908,3445,2158,2673,1843,12955,1659,21096,"
"
X52979_rna1_s_at,1962,1646,1207,1880,1143,3158,1299,2017,1302,1942,2077,1396,1321,1876,2530,2995,2839,2966,2074,1284,1451,1500,2023,1440,1575,1600,1346,859,881,858,1843,2269,1773,1122,822,"
"
J04617_s_at,14391,35196,22123,21202,31014,11603,21930,25143,33094,22621,17850,24117,23771,15680,20556,14502,10737,22144,32936,33933,34173,20066,16737,27682,14464,24601,30030,38832,26278,31704,21598,26658,15969,33532,22642,"
"
X03689_s_at,23239,22889,21349,26646,17450,20585,16231,11645,20573,19982,18374,24046,19749,25076,22352,22691,23176,23353,17785,21815,13754,6212,23927,21880,19954,21037,23857,17473,17737,23004,11631,12281,18080,11570,6822,"
"
L04483_s_at,20649,18665,22936,19003,25597,18616,24289,21386,27668,19042,21384,18917,21558,21023,20377,18270,17717,20662,21744,15720,18723,22032,22180,27916,19900,19526,21258,12432,18121,16842,23870,29849,19970,20286,21180,"
"
L12711_s_at,1893,2158,686,2217,1611,3296,1535,2385,2891,3386,2611,2168,2182,1956,3191,3548,2314,2057,973,1485,3040,3379,3117,836,1937,2006,3492,1622,3484,1176,3105,1601,6487,1886,4584,"
"
L25931_s_at,1005,490,295,898,964,1415,304,582,721,498,309,249,355,322,691,841,1169,663,439,664,1090,148,877,289,462,985,483,457,854,541,343,386,780,387,613,"
"
X05855_s_at,2583,1009,1102,2290,1525,2895,1524,1795,2007,1798,1066,911,952,1233,2838,2467,2555,2678,948,1985,1235,958,1652,1078,928,1010,1027,1084,902,1467,1278,1882,1993,1209,1146,"
"
M13560_s_at,15446,24864,20769,10706,11885,14219,10003,9170,10557,19354,13481,14776,11941,15618,14917,12206,14856,3339,9436,13129,20253,4795,7990,4817,16561,7518,2466,25213,6082,9855,10207,2968,17527,11185,24335,"
"
M14328_s_at,2700,3495,8754,3733,8269,7093,5446,10161,5576,5179,6730,5369,5269,3705,4707,12108,7712,8935,8340,3445,5310,14775,13243,6456,12496,18426,11462,6311,7167,9031,11064,7922,12854,16263,8808,"
"
M14483_rna1_s_at,18443,13624,7442,15337,6526,8049,20555,20320,10484,19318,10778,11089,18058,8090,10928,15502,12125,10667,13301,8958,12897,2332,20883,8126,12833,12965,9251,6729,9166,7226,13581,11014,8132,3928,4281,"
"
M26708_s_at,13394,18988,11347,16101,15073,12624,17180,12902,15306,13561,10822,12511,11122,12964,15247,11594,11547,15529,14464,16351,17259,8490,14923,9047,10191,14995,12565,11993,11429,15234,13658,10680,10119,11744,8572,"
"
Z19554_s_at,15009,6824,15865,14536,4196,9256,21601,14049,4917,7027,11956,5589,9880,11409,18782,21714,17378,15142,9509,8358,8202,26766,26512,28067,20472,13339,11995,14320,2155,19018,23373,2188,23895,26632,27597,"
"
M21142_cds2_s_at,11359,12089,2431,8509,4612,9535,5953,9589,6398,9855,5598,7545,9860,9486,8962,6279,7817,11929,3300,6718,7191,2636,11017,9365,10287,5928,4009,2466,5467,7397,4582,7428,7756,5115,4425,"
"
M26730_s_at,1675,895,1212,1515,2015,3334,796,1261,1257,1731,3368,1178,1093,1966,1825,2205,2617,1613,1268,1089,1011,1818,1254,1536,2175,1102,1629,757,1636,682,1845,1949,2608,580,1112,"
"
M24485_s_at,2657,2998,2652,2744,2101,3972,1648,3504,2242,3737,4840,3079,1463,1087,2403,5085,5059,5637,3350,2119,3009,10375,5654,3455,4045,6394,3001,3050,3229,4447,3580,2386,4611,2570,3836,"
"
Z47055_s_at,868,441,537,602,567,840,614,663,408,684,640,438,368,252,487,1106,561,316,604,466,676,248,396,297,392,486,416,550,226,270,310,717,618,943,389,"
"
M30448_s_at,2705,1687,3043,2349,2170,3074,2344,3295,2377,1965,2836,2070,2236,3440,3119,4560,4188,3373,4308,1874,1896,1715,3155,2634,3395,3011,3646,2148,2423,5071,3449,3125,2930,2458,1640,"
"
M55409_s_at,11154,8700,12066,8765,11790,15952,9520,13744,11482,10482,12930,8731,10135,12707,11584,14046,18505,13785,10979,8785,8828,11551,10642,10978,13370,12140,12659,6154,14056,12204,10007,11108,10871,9041,6732,"
"
Z26491_s_at,982,436,1950,800,1296,2868,1401,942,596,653,941,574,431,330,655,2133,1621,480,1258,849,1034,2723,1016,816,431,1747,904,782,945,1636,1227,517,3467,1819,2372,"
"
X62534_s_at,1688,1738,674,2730,1973,6664,770,2485,2151,2994,2159,1178,841,514,2731,1755,1105,203,1363,2163,1901,556,571,866,752,2101,1079,435,1429,1176,2059,1593,1081,845,1211,"
"
S54005_s_at,8231,9349,5624,6745,5972,8489,5169,7753,5242,7525,7194,6747,6025,9904,10995,11208,15769,9121,2783,3198,6029,5106,6654,2753,3883,4223,2246,7266,1362,2646,8150,6220,8086,2846,6725,"
"
S72024_s_at,778,748,1035,926,882,470,888,976,1317,633,365,639,501,374,1123,2039,2090,2150,461,455,320,213,1044,834,1188,1590,978,451,854,1447,487,1814,607,555,648,"
"
X04347_s_at,7952,10493,5828,11265,14560,12436,8399,15041,12838,15477,12980,9541,11676,11943,10783,13437,13719,17386,13006,11484,9649,3341,8472,9765,10345,14722,13461,4753,12722,10011,14225,14453,7033,5028,6385,"
"
U00947_s_at,7544,5554,6396,10697,6858,10797,6850,6358,5247,7289,6752,4454,5610,5558,8777,9793,9365,8287,4695,6414,3246,1819,8931,7631,7895,7446,5745,3434,6441,6380,6094,7409,6843,4193,4158,"
"
X73358_s_at,1550,1059,866,842,1479,1831,1220,901,367,928,1334,929,937,1296,2052,2514,1763,1631,1093,1048,1075,753,2598,2091,2400,1007,340,383,542,476,1056,691,1849,994,1878,"
"
U06155_s_at,16627,21098,22267,21475,16798,12534,23567,19473,23601,17966,17739,20266,19212,17663,18503,16204,14219,19298,19545,23800,22922,15828,18206,18555,15401,17436,21661,20938,13589,18110,19507,17358,16893,17705,16680,"
"
U45448_s_at,1624,1025,1191,259,619,995,1320,914,1009,373,872,1467,957,789,1145,2129,1202,1113,571,1300,2043,846,1707,927,1929,2159,336,1205,734,1397,851,588,1518,2334,1663,"
"
Z49148_s_at,13947,10341,13413,15468,21190,16106,13573,15874,14455,12249,18740,15773,11395,16430,14421,16363,15155,17014,19697,13384,22988,19557,15109,16740,16355,15161,20101,12558,14377,13880,17911,16982,16468,20419,13113,"
"
U68105_s_at,5692,2319,5785,4790,3769,6186,3725,4862,3776,2824,4064,2900,4636,4628,5429,8233,7858,5964,2985,3156,2076,7170,6024,4372,5497,3505,5241,2630,4047,3127,4094,5094,8387,5121,6058,"
"
Z48501_s_at,8418,4197,7696,5775,3559,8867,4466,6803,3677,2094,6116,3830,6684,6619,5637,9425,9836,5901,5150,4472,2709,3513,12448,11390,14978,5732,3182,5721,5453,6927,7028,6368,12987,6541,6658,"
"
U70439_s_at,4531,3251,2371,6343,6281,6332,4343,4176,5213,4861,3635,2285,3016,4000,3815,4222,3797,4510,2935,3293,3101,2127,2852,3153,3862,4976,3007,2191,3792,2652,4379,5031,3787,2502,2745,"
"
X15729_s_at,2840,2290,3258,3403,1792,5620,2248,1916,2122,929,2781,3595,2314,4779,4756,5184,7440,3971,996,1460,1786,531,4213,1838,1624,1357,605,1035,932,3769,1516,2038,2743,2529,2277,"
"
S82297_at,9712,23488,11477,15662,21541,8530,14032,12444,19914,16922,12804,17250,15417,10695,12759,10774,7912,16111,11673,16879,23639,10428,11134,17720,8792,15305,13878,26876,15924,16914,9698,21360,9666,7428,19563,"
"
X89399_s_at,1912,1182,759,2472,2193,2674,1977,2153,2425,1839,3367,1633,2066,2162,1943,5309,6325,3384,1897,1951,1804,512,1156,1226,2712,1236,1649,1950,3979,1816,1486,1879,2197,501,2314,"
"
L11672_at,8409,6105,10431,3585,4513,7262,6132,2633,7396,2518,2054,4050,3830,5011,5108,2061,2300,3933,2097,6908,3080,3918,4974,2526,4375,3057,2447,2608,5097,3365,4052,4461,5618,12337,8171,"
"
L11672_r_at,5056,2824,3113,2530,2280,3479,1675,1230,2124,1374,1105,1510,1339,1730,3730,1336,955,1602,449,1205,696,245,1633,587,951,834,546,256,834,1072,682,441,883,2708,822,"
"
U57341_r_at,6078,5204,5261,3864,2752,5499,6597,3556,5581,3746,3706,3667,5151,4508,3406,4365,3754,4237,3295,4091,3947,3664,6823,6414,6908,4107,3952,4500,2767,4560,4960,3392,6326,6978,4295,"
"
X98482_r_at,13665,20398,12738,10852,10158,14716,23252,10989,12975,11581,11303,12055,18987,14830,12773,12009,16139,15079,16352,15295,11446,10989,16288,13287,12480,17604,16797,25673,15118,15416,14549,11777,13137,17369,18916,"
"
HG3597-HT3800_f_at,9017,6899,5962,10592,6047,9947,6088,3112,4254,8312,6558,8953,1953,9080,7905,8434,9347,5815,3390,3903,8535,4019,7038,2695,7301,3095,2791,8846,2883,6181,5822,5303,9804,8282,4517,"
"
M19045_f_at,382,912,541,4259,1040,203,2421,1141,4329,1424,550,746,2445,751,499,2258,1187,3380,4975,1910,4524,14911,7728,5104,7148,1649,2048,12731,3267,3008,2703,1260,7202,1097,13265,"
"
M36072_at,12923,16200,12818,11284,13058,12088,18052,17856,22046,14537,13983,17124,20770,15344,10579,12819,13592,15101,21120,17522,14016,14897,13299,12541,13877,15827,21111,12237,19166,15245,16872,18869,14401,16198,9241,"
"
X01703_at,2620,2039,1020,1773,1704,1838,1851,1574,706,2140,1582,522,1386,2986,5607,4619,3611,6818,259,517,640,4663,1644,539,703,1825,308,1245,436,5975,4943,580,3275,769,2673,"
"
X69654_at,14339,4596,9516,4609,4396,7166,5917,13366,13208,10616,14464,14648,11079,12585,10174,6606,11642,3763,4129,3893,3355,10507,6632,11621,12168,12122,14617,4145,8024,4148,10668,8930,10168,10900,4670,"
"
U01337_at,1385,1209,1444,1648,935,2520,1495,962,533,716,862,1215,597,949,1170,2470,1450,1295,1133,1014,1921,1608,2457,1076,1207,1961,1012,1628,892,1419,1279,865,2419,3171,1237,"
"
U04241_at,3416,5083,1690,2791,3328,4374,3788,2900,1934,2472,2711,3424,3821,4697,4361,4537,4455,3651,3242,4101,3027,1893,5810,3914,4652,3275,2274,3471,1094,1902,2844,3012,3907,2851,3514,"
"
U09587_at,1492,695,821,2014,1660,2294,1930,978,1408,1025,669,695,522,1614,1533,2365,1585,1519,758,824,444,890,1745,1015,791,891,408,417,910,1556,852,1097,1223,837,1010,"
"
D32129_f_at,7118,8540,14975,20656,6253,14299,8321,3004,3112,11040,6515,14179,2535,16414,10204,10731,14015,11389,3145,5667,14877,10986,11733,8453,12704,8505,2519,12255,2828,8866,9026,6276,10768,10965,11637,"
"
HG1515-HT1515_f_at,2829,2754,4071,4227,2778,5800,3032,3921,3271,2916,5726,3679,3186,3580,3278,7168,7923,4014,2778,2425,1835,3862,4257,4561,4441,3254,3872,1897,2372,3014,3292,3833,3497,1412,2608,"
"
HG2915-HT3059_f_at,7531,6022,6078,9427,6430,7217,3578,2438,3115,5228,5401,6493,2257,12606,6225,8058,12481,16340,3642,3919,10912,4038,5963,4628,10245,3922,2370,5316,1873,5249,4245,3940,5785,4391,4496,"
"
HG2917-HT3061_f_at,7632,7159,6946,10929,6369,9162,3947,2498,3307,5485,5330,7170,2719,12458,7297,8336,12622,16832,4059,4825,10564,4306,6061,5209,10467,3616,2623,5650,2009,5351,5108,4279,6466,5484,3706,"
"
X00351_f_at,21210,20818,9499,20485,11122,17100,21039,14173,16751,20648,14065,14440,11534,19953,13644,19394,18295,27517,20678,11757,17005,6440,18212,9228,18486,24089,15490,36483,21466,22688,18694,14611,23111,8371,14000,"
"
X01677_f_at,13771,12869,17954,17102,17048,12692,16599,20265,20779,21288,17303,21449,14085,10325,12625,16120,13564,16689,27768,15267,29257,16830,16171,23947,15769,19589,23151,24690,20371,24920,17825,15852,14331,18830,12001,"
"
HG658-HT658_f_at,14476,16456,18764,16180,10313,14833,14432,7299,6965,13668,9530,21379,5754,16813,10891,12712,12952,13192,5959,7179,22050,9495,13421,6923,13668,7534,4186,13992,8353,15969,11943,9232,12589,15412,10629,"
"
M94880_f_at,10882,12103,10349,19089,8428,12933,7754,4895,6634,14143,11601,18125,5346,15764,7703,9978,13480,11222,4745,7117,19150,4254,11190,9137,14650,7334,3789,12833,5286,8201,8893,7574,11076,6585,9118,"
"
U29175_at,1582,2112,1323,826,613,1475,1353,1033,937,1691,479,438,1002,1504,1926,1088,1187,1661,751,1127,846,250,367,382,190,578,398,151,486,485,588,669,745,878,625,"
"
