Accession,ALL_19769_B-cell,ALL_23953_B-cell,ALL_28373_B-cell,ALL_9335_B-cell,ALL_9692_B-cell,ALL_14749_B-cell,ALL_17281_B-cell,ALL_19183_B-cell,ALL_20414_B-cell,ALL_21302_B-cell,ALL_549_B-cell,ALL_17929_B-cell,ALL_20185_B-cell,ALL_11103_B-cell,ALL_18239_B-cell,ALL_5982_B-cell,ALL_7092_B-cell,ALL_R11_B-cell,ALL_R23_B-cell,ALL_16415_T-cell,ALL_19881_T-cell,ALL_9186_T-cell,ALL_9723_T-cell,ALL_17269_T-cell,ALL_14402_T-cell,ALL_17638_T-cell,ALL_22474_T-cell,AML_12,AML_13,AML_14,AML_16,AML_20,AML_1,AML_2,AML_3,AML_5,AML_6,AML_7,"
"
Y00433_at,7546,9491,10367,9862,5885,7798,14517,12831,9547,17789,5040,11238,12045,1387,1726,9198,8571,8671,3059,9601,2917,2263,5917,3389,2128,3531,1891,10231,7848,15634,15257,12466,11792,12354,15956,17123,13056,9888,"
"
Y00764_at,1637,1945,2622,1268,1067,1336,1706,2829,1729,1804,1343,1600,1609,4898,1180,2037,1571,1272,1479,2092,2886,1330,3517,2004,2417,2284,1651,2458,1644,2088,1978,1692,2677,1778,3759,1463,2054,1558,"
"
Y08614_at,993,1134,1802,903,673,270,1865,1853,2088,3347,693,1301,2936,1679,366,1368,692,885,653,992,918,531,1468,785,414,927,455,554,430,841,195,1710,334,287,546,449,417,411,"
"
Z12962_at,16258,16017,17258,21839,18941,21422,17200,13949,16611,12980,19784,17364,11534,17004,19089,17425,17104,16959,21804,14570,17002,24528,13124,18969,16973,14992,26771,15993,28688,17519,14637,16728,14474,20657,13374,19274,16071,15942,"
"
Z14244_at,1295,1483,1920,712,404,1542,1781,1922,1161,1081,509,800,3726,2810,610,903,1188,704,780,1692,1838,1114,1837,1109,1610,1421,920,410,367,962,1568,1197,1006,1951,2017,948,716,822,"
"
Z21507_at,1820,1301,2778,278,526,971,3559,4952,3415,2642,1214,2425,6719,4116,1698,3138,1040,3729,583,3141,2787,2178,5658,4568,2945,1573,1615,1135,1262,1559,476,1553,613,1682,1327,159,1489,517,"
"
Z23064_at,1732,1272,1742,950,1253,737,1271,1491,1232,2813,782,1086,3205,743,1182,1450,945,918,913,1146,1689,928,2204,895,1510,1026,997,778,646,721,710,805,1452,748,1020,771,790,1132,"
"
Z25749_rna1_at,8616,8786,12713,7626,6357,10268,6158,13110,10458,9213,9526,9007,14813,16014,8222,9995,6826,7656,6115,10125,8843,7612,13527,9083,13381,12465,7964,9153,6504,7346,9243,10640,11610,13071,9857,8897,10190,7750,"
"
Z26876_at,14113,13183,15733,17559,16046,18741,15392,15872,14160,13376,15097,15531,14007,22822,15325,17095,16232,13818,18657,15157,14557,17872,14903,14193,17035,15857,16827,16472,14980,15628,15021,16527,14177,18676,16731,16166,16021,13416,"
"
Z29505_at,3115,2403,4232,3267,1593,497,3148,3767,1967,7721,2404,2137,5857,3203,1155,5404,1389,2623,1207,2989,2688,2210,5010,2078,3358,3907,2036,2853,2065,4304,3120,2689,2864,1859,4293,1989,1888,3992,"
"
Z37166_at,4181,4018,4227,4045,3440,1207,6268,5176,4316,9654,1692,3291,6967,2197,3108,4878,3078,3352,2154,4510,4479,3712,4398,3360,4640,4352,4189,6740,3784,6190,2845,5210,3941,1785,4452,2452,2217,3035,"
"
Z37986_at,1633,1293,1353,1391,1593,1557,1643,1396,1063,2713,1403,1108,1553,828,1065,1339,1891,1441,1301,1767,2256,1417,2853,1190,2201,1705,1341,1362,747,1743,1459,1826,1587,927,1800,1136,1452,1685,"
"
Z47087_at,512,464,648,626,604,380,664,547,484,629,302,627,1261,411,388,629,608,321,572,626,843,414,1022,490,965,629,472,961,290,665,834,1194,958,511,524,684,786,1141,"
"
Z47727_at,627,941,952,887,965,458,690,959,642,819,420,317,892,364,576,1121,667,274,481,880,1364,839,845,625,636,848,704,427,473,947,790,990,764,402,677,733,754,797,"
"
Z48042_at,1565,1975,2540,1890,1428,547,1888,2633,2639,5365,1251,2139,4294,605,941,1989,885,396,1340,1315,2224,1595,2181,1544,1317,1814,1311,1245,694,1674,1086,1052,1436,1274,1852,1283,1434,1489,"
"
Z48950_at,8463,8847,9449,9010,7849,7219,9713,8024,7524,15597,2345,5856,15567,13083,11352,10048,15900,4344,7987,18588,11821,9106,9488,16262,6239,3590,9437,19492,5008,14429,13153,22818,15874,7689,13880,10841,11570,13832,"
"
Z70759_at,16514,17725,18478,23368,22750,22499,16115,17202,17758,13650,17088,16394,12561,16516,20884,19097,16712,15863,22109,15019,18028,23815,15343,20021,16251,16465,29408,18918,35610,18196,17081,15609,15942,19006,14031,19948,18095,17089,"
"
AB002533_at,10933,13028,15706,14684,12647,15758,12570,17153,13026,14106,11157,12318,17585,14678,13940,15029,7905,16113,13943,14011,11214,17956,14755,12749,14354,12852,18969,11382,18795,12421,12796,12671,13236,17577,13527,11077,11441,14496,"
"
D13146_cds1_at,2343,2182,1859,1478,2908,1024,2578,2034,2053,5074,1992,1753,3591,1835,1635,2304,1969,2346,1551,2230,2564,1102,3626,1505,1636,2247,2352,2694,1772,1937,2646,3592,2367,1426,2138,1731,2309,3234,"
"
D38073_at,994,680,950,509,331,314,1991,1030,675,1730,762,800,1158,1185,141,1145,521,700,456,539,1441,1258,1973,664,884,1062,773,238,382,245,267,342,832,294,148,309,259,256,"
"
L10413_at,1922,1691,2150,1599,746,229,2080,2127,1278,3519,635,764,3716,2347,591,2198,660,937,790,917,859,645,1957,410,787,2035,384,768,507,693,405,480,452,494,937,472,777,709,"
"
L11066_at,1208,741,2024,1238,852,514,1962,1702,1960,2823,916,3135,4245,1861,906,1396,1183,1456,1637,1584,1348,711,2811,1796,3020,2195,962,1337,1055,1708,1147,1787,3663,1570,1779,1004,589,2407,"
"
L13773_at,639,770,488,843,881,97,914,572,599,1572,111,503,1822,602,251,1384,207,428,286,501,379,312,727,259,584,179,484,310,343,410,517,584,637,211,431,136,1122,537,"
"
L20688_at,14552,15979,16141,16598,18074,13914,16150,16449,18317,22322,10127,13495,18322,10248,12199,17069,15833,17794,12028,18931,21489,22097,16789,19507,15281,18813,16035,14725,9764,20872,8140,3910,12095,8178,17432,17043,18784,12303,"
"
L49380_at,2763,2551,2330,3160,4339,2254,2715,3025,2417,5126,1148,1641,4999,924,3977,2798,2971,2619,1759,2199,3308,3462,4317,1784,3470,2398,2553,4102,2601,3773,2552,3556,3274,1709,1982,2961,3534,2976,"
"
M16342_at,1430,1370,2205,1130,1118,960,1928,1756,1735,2945,813,1198,3266,1961,810,2894,1120,988,639,2014,1804,1241,2770,2542,2079,1560,1309,1157,985,1661,1715,1330,1735,1088,3010,1188,1271,1728,"
"
M93651_at,2392,1803,2485,1970,2049,1102,1721,3171,2230,4392,828,1487,4794,1514,924,2103,1731,1072,1648,4588,2845,1747,3985,1966,3336,3444,1735,1165,1195,1232,1134,1095,1894,1586,1853,2133,2465,1373,"
"
M94046_at,4353,5041,4263,5932,5928,1503,4864,5491,5279,8676,1666,4607,7262,2844,2973,6395,1983,4378,3555,5115,5656,5583,9388,5613,7163,5508,4178,4849,4075,6051,4064,5105,3146,3783,4358,4709,5249,3377,"
"
U94832_at,456,319,835,512,329,192,1155,676,511,1798,496,505,2193,564,281,1098,351,632,147,459,442,362,1098,573,1246,643,336,446,432,617,458,603,835,463,456,357,500,578,"
"
X04526_at,2762,1909,2649,2169,3365,1159,2820,2863,3034,3397,966,2096,4455,3219,2323,3467,1087,2056,1432,2064,2767,1900,5017,2102,3320,2190,1531,1515,1062,2270,2066,1017,1697,1669,2277,1896,3046,2390,"
"
X12671_rna1_at,3354,3901,6790,3110,4606,3735,5823,7977,6167,11665,4316,5105,17781,18364,5901,6107,7104,7323,6071,5648,5142,4500,9448,5974,9400,5639,5701,5142,4032,4826,5417,7478,10212,7805,5968,3260,3718,5132,"
"
X65488_at,1245,1058,2007,927,956,329,1911,2092,1414,2163,622,1524,3164,798,630,1991,904,1291,694,1820,1452,962,1881,1444,1849,1704,1602,1118,615,1509,618,723,1965,668,1124,1102,1730,599,"
"
X66785_at,1854,2289,906,1552,1316,1076,1174,1015,1246,1505,573,1200,1960,1885,980,1724,1307,1551,1687,1435,1948,1646,1319,1533,962,2153,1441,1483,976,1581,1410,1353,1084,672,1511,1324,2228,1436,"
"
X72727_at,2182,1336,2417,1313,2214,659,2611,2586,2469,4243,850,1854,5955,4639,2058,3378,1465,2287,1034,2724,2675,1191,2718,1250,4192,2173,1579,2538,1728,1972,1670,2265,2506,2134,2504,1033,1744,2056,"
"
Z15115_at,8444,4261,3425,3810,6152,1277,6216,5831,5618,3712,1616,4694,11237,9114,2572,6110,2242,3074,5373,1920,3117,1790,3302,1330,2524,3382,1613,2272,1082,2010,802,939,1238,967,1364,1568,1843,936,"
"
D86974_at,21011,31449,12606,30265,34131,9098,16617,30256,27270,28937,13298,33152,27348,7570,11827,27983,13678,12148,24894,25240,14945,24722,13269,6937,14046,23337,29831,28709,25365,12977,23356,9818,14159,9487,15283,13853,22262,11379,"
"
AB002356_s_at,1813,1502,1467,1759,2112,728,1442,1230,1561,2894,1289,1566,1738,773,903,1646,914,1288,1686,1033,1899,1171,1968,862,932,1369,1142,2024,1625,2145,983,1819,2084,1329,1435,1004,2166,2800,"
"
AC002045_xpt2_s_at,2538,3237,2541,2977,3140,1069,2277,3629,1755,5176,825,1638,4647,1148,1081,3714,2150,1014,1586,3684,2308,2519,2341,1093,3164,3351,2237,4374,2921,2201,1859,1441,2050,742,2568,1158,3591,1925,"
"
D13413_rna1_s_at,17139,18894,15341,15251,17136,19111,11793,21445,20275,21767,21755,16462,16412,31453,20521,16553,21379,20983,22464,21863,18183,16876,21600,16603,12753,20085,21390,20598,17170,17563,22007,22571,21596,24529,19495,10622,18224,16646,"
"
Z49835_s_at,922,710,1436,576,433,791,985,1125,448,2248,258,542,1429,197,1132,1169,739,190,325,1230,837,585,1685,853,1441,419,491,1046,757,2302,1847,1292,885,1087,3373,1613,1073,1103,"
"
HG4541-HT4946_s_at,2215,2013,1963,2143,3566,1056,2085,2211,2264,5668,1395,1448,4018,1515,1740,1972,1784,1794,1858,2320,3008,2094,3925,2201,2588,2105,2323,2222,1986,4098,4556,2891,2600,2884,3449,2813,3457,3836,"
"
HG4312-HT4582_s_at,3049,2558,2733,1834,3362,2134,2505,2533,3926,11688,989,2347,4728,3170,1212,2914,3814,2860,2559,11476,5418,2272,4462,2414,2744,3341,3785,2493,2664,2454,1349,3143,2880,1268,2778,3056,2220,2208,"
"
M19311_s_at,6616,5419,6729,4961,6008,2302,8616,10439,8613,15169,3332,4266,14654,3208,1749,7170,2641,2846,2989,6774,9449,6165,7825,3452,3843,5725,3961,1923,2459,3748,2807,3024,4182,5331,3834,2314,3700,2827,"
"
D49824_s_at,31086,25421,29543,21000,40060,25347,30797,23338,14991,27223,32648,31039,19077,2006,39552,21307,32782,31617,16504,29288,14830,8097,16287,10078,9072,28519,4113,18132,15056,37223,32195,28290,29830,23866,25047,19275,21173,32925,"
"
M96954_s_at,606,548,576,457,347,159,698,1067,510,667,412,331,936,1050,417,746,387,425,599,591,817,485,834,588,761,704,677,830,565,496,614,981,386,554,757,449,690,602,"
"
D78132_s_at,518,445,828,265,379,231,609,931,488,1040,237,446,967,1069,385,963,344,203,309,952,627,318,759,901,1033,721,652,614,312,1271,498,686,763,502,1090,423,677,821,"
"
D78577_s_at,4256,1533,2481,1643,1527,2359,3568,2446,2089,4050,1178,1680,3099,3568,945,2014,1439,1765,1013,2627,2038,1122,3475,4391,3530,3811,1152,1023,747,2256,1192,1279,1944,1337,2469,1107,2606,2564,"
"
Z35085_s_at,644,395,466,415,680,229,649,513,488,1364,252,251,1280,422,435,590,206,382,381,647,702,293,571,356,1011,534,333,699,240,664,576,775,364,390,899,201,493,1048,"
"
HG1322-HT5143_s_at,4557,3559,5988,3341,2954,1990,4926,5677,4997,9626,2597,2618,8400,4092,1715,5026,3488,3073,1784,5356,5515,3561,8525,4887,4495,3479,4159,2801,2058,4313,3046,2803,4598,1718,5083,2503,2571,4027,"
"
X57351_s_at,16489,10996,12769,16432,18890,16859,14353,16638,9783,25287,1182,17327,20695,26510,4248,19806,22578,17115,13042,22665,7560,4834,7916,2780,2638,23424,3845,5547,11269,14421,4953,4673,18378,3691,10460,12015,20605,24890,"
"
M14199_s_at,16528,17782,18496,12445,13247,17420,13180,19487,19597,16602,19533,15986,16688,12727,15063,13937,20211,20254,16205,18688,14606,18939,19575,15793,19113,18291,20242,13796,13491,12771,16394,16688,17606,21519,12368,11861,17183,15182,"
"
U43901_rna1_s_at,18573,17692,17491,13949,19210,18064,14291,18787,19535,20518,19509,14314,18874,1161,18081,16642,19588,19621,19844,18421,18610,19492,20290,17471,19188,17593,21237,16414,13388,17979,16801,18349,20579,18506,16420,13731,18535,18812,"
"
X04654_s_at,3726,2459,3489,3326,4031,1030,3284,4147,5658,7045,1917,3135,7184,1504,1336,3766,2339,3158,1766,2769,3638,3003,4596,2721,3495,2649,3406,3365,2469,3337,1698,3017,2578,1072,1687,2365,3035,2595,"
"
HG2815-HT2931_at,10557,4773,8029,4108,7135,6596,8542,8443,12225,8986,4415,4931,15455,13192,6320,8577,6286,11430,2937,11742,14170,8869,14989,7937,9147,8075,6519,5406,5551,12107,9056,8113,5489,7264,7434,6927,7504,4651,"
"
HG2815-HT4023_s_at,13706,7177,9445,6698,10505,7459,11793,10758,16013,17068,5344,7502,17604,17420,6779,9241,8926,14333,5552,14719,16655,9305,17672,11785,10499,10129,6765,8946,7966,16158,10815,10658,8912,8937,13881,8815,10754,8800,"
"
HG3076-HT3238_s_at,4094,2621,4087,1863,4251,1244,2966,3530,3217,5765,1351,2366,7284,5034,2641,4645,2319,2156,1786,4069,5095,2429,4843,1854,5780,2751,3045,3525,1875,4530,2908,3405,4276,2166,4042,2137,3936,3461,"
"
X75755_rna1_s_at,588,439,925,446,655,215,731,585,546,1018,266,411,1795,349,264,1273,539,459,259,840,627,280,1082,242,593,628,357,510,290,472,265,372,471,238,353,333,505,321,"
"
M31520_rna1_s_at,8818,9380,8300,4333,5876,5471,5870,10147,8813,12250,6202,7906,15039,16056,7360,10600,8224,9813,5904,9644,8102,6280,9245,6392,9297,9578,6829,9593,6826,5468,7603,7391,9135,8639,6607,5366,9066,7742,"
"
M10277_s_at,15216,14893,16597,13087,16827,14517,18132,16741,16821,15361,19147,14657,13822,19267,9303,15702,14124,18116,19993,15643,17053,25351,15241,17933,16310,16023,17664,15731,15191,19317,15001,10310,13912,10280,15417,16998,15890,14383,"
"
J00105_s_at,21909,18519,13909,15020,24015,16810,20133,21147,15167,24346,18367,15719,22990,10654,21461,16743,21905,14999,10282,21319,19956,12278,19272,11619,11253,19916,8668,16095,16292,21580,20090,12006,18350,17716,21013,12164,18072,20076,"
"
V00594_s_at,1024,2168,2877,2034,1810,8919,995,1840,2850,3841,9088,7170,3132,1240,1018,1815,10335,1865,1883,5031,2012,2766,4943,6690,2968,3836,2126,6369,3702,10651,31772,2494,5558,2569,13584,1636,1880,6187,"
"
V00599_s_at,16077,11421,10273,8264,11355,5868,17328,14960,6919,19825,15160,6596,13375,5543,7605,10398,7611,6395,6679,7162,21270,21046,21667,22157,19739,7624,18322,4267,4991,17550,13052,10354,15984,10420,7898,11414,8139,11193,"
"
J02621_s_at,2006,1963,2833,2767,1595,3516,4773,3258,2875,7015,1881,1428,3794,6211,1561,2815,8422,1838,2013,4549,3199,2432,5345,2821,3083,2403,2072,1798,1788,2805,2037,2564,1912,1966,2621,2103,3090,2653,"
"
J02683_s_at,5765,3133,3919,3143,2170,4134,5435,5562,3894,4431,3249,2828,7823,4771,2804,3568,2880,2184,2251,4837,5780,4914,9459,6769,5639,3947,4189,799,2084,5865,3421,2463,5549,3914,3870,2987,2776,3597,"
"
X52979_rna1_s_at,1962,1218,2349,971,887,819,2433,2683,1327,2976,1423,1105,4031,694,900,1976,1601,1528,988,1932,3527,2407,4666,2776,3488,2281,2314,1190,1180,2360,1865,1727,2425,2551,1542,1212,1626,2304,"
"
J04617_s_at,14391,15147,14101,25196,21684,21136,16203,12889,15278,13402,17723,18833,9487,20459,19602,15189,16094,16604,23570,12824,17272,26900,12002,18396,14649,13734,29814,15596,26632,17713,14573,16833,12911,20792,12531,20127,15001,15654,"
"
L04483_s_at,20649,20642,21232,22111,23191,23782,19472,17990,22373,21104,20454,22093,14404,25785,21308,21394,22952,20443,23120,19962,22194,26448,19288,21156,22022,20239,28568,21030,25663,21841,20556,23790,20605,25323,18202,22695,21600,22116,"
"
L12711_s_at,1893,964,2281,325,1179,1464,1275,1397,2746,3451,1524,2332,6470,-128,878,1905,1014,3288,863,2157,1321,1509,3425,3246,3306,1838,765,920,805,5977,1810,1051,2241,2541,4894,1972,2717,3370,"
"
U32986_s_at,1389,1271,961,1162,1500,204,1516,1539,1315,3087,818,1004,2883,441,806,1506,752,1095,929,586,1405,1417,2573,886,1822,1336,1288,965,1175,1151,1292,1481,1135,849,317,623,1132,1010,"
"
X05855_s_at,2583,1991,2527,1465,2812,931,2014,2826,2787,6399,643,1285,7726,2158,1170,3235,1241,1198,1472,2590,3007,1541,2952,948,3157,2853,1399,1668,1094,1838,1138,1220,2062,1573,1455,1045,2235,1461,"
"
M14328_s_at,2700,6276,9739,4455,3323,6039,7080,10803,7187,13404,14767,7183,10184,2394,1082,8574,3911,9241,5017,6638,6978,5263,12124,9210,7932,7850,4821,11459,4897,16265,7712,2974,14127,7117,13909,10969,17208,12680,"
"
M14483_rna1_s_at,18443,21771,19363,15326,17346,15270,9946,21908,11204,10465,10737,6475,15861,9913,26892,13709,15685,21006,12139,21084,22160,26169,20381,17578,13371,15571,26189,11875,7860,14909,14923,13105,16501,8959,13299,12121,14204,11461,"
"
M26708_s_at,13394,14004,13899,17667,16112,11362,13410,12420,13996,13281,13733,13387,12920,14896,12682,15580,13793,13764,15351,13249,15727,17474,12874,14373,12941,12669,18094,13290,11844,14714,11287,12793,12532,10213,12003,10561,12419,11996,"
"
Z19554_s_at,15009,16547,18660,9147,17977,4540,15822,14432,17266,16164,9643,3753,16305,18407,12688,16543,3771,10430,7337,13566,18950,14522,20588,22343,24049,15133,9325,23306,11144,25568,20249,7074,18419,18510,21850,20539,20754,20914,"
"
M21142_cds2_s_at,11359,8754,7882,9595,10836,5924,7673,11598,10160,10096,4096,6095,12533,8800,9227,6908,7807,4816,7842,9343,10402,11846,11291,11296,12535,9228,8905,6296,4534,7937,10871,10701,9503,9864,10411,13324,12174,8974,"
"
M26730_s_at,1675,1664,1790,903,713,1293,2412,2484,1866,2919,1492,1126,4713,6874,1471,1521,1908,1734,739,2077,1414,1306,2144,2222,2345,1736,1468,2268,1471,1719,1361,1398,2461,2561,2413,891,1837,2477,"
"
M23323_s_at,2117,1554,977,2115,3531,1043,1219,937,1599,3421,1371,1321,1771,753,1787,1602,1091,1454,2355,7691,6288,4303,9223,5266,6051,5388,3435,2052,1815,2236,1794,2319,2132,1095,2146,1459,2011,2943,"
"
M24485_s_at,2657,2754,3113,3113,2563,2368,2939,5187,2916,8070,4274,1839,3253,795,1404,3018,1327,2171,1414,3766,4739,3134,8371,4455,3467,2284,2201,4014,2034,7022,4022,1462,5453,5212,7207,9662,11499,4124,"
"
Z47055_s_at,868,767,708,598,643,459,610,1116,686,1087,988,348,1055,374,231,689,362,571,436,962,1811,1040,3551,844,1953,989,803,616,543,737,444,389,537,383,472,609,510,275,"
"
M30448_s_at,2705,2992,3438,2209,2380,2231,3211,3497,3068,7696,2346,2367,7310,1948,1210,3099,2937,2790,1713,4017,2938,3465,5818,3916,3506,3965,3426,3677,2582,3029,3644,3593,5098,3169,3056,2585,4387,3333,"
"
X57152_rna1_s_at,2464,2099,1885,2197,1346,1294,2476,2932,1864,2237,1733,922,2863,1445,946,2720,1604,2151,1486,2200,1618,2533,3455,2175,2106,2049,2011,1652,1211,2171,2312,1301,2154,1919,2260,1730,2179,1252,"
"
M55409_s_at,11154,13764,10718,8710,8850,12237,12625,16357,12718,18348,12151,12526,19380,5330,6538,15151,12089,14013,12380,8499,6973,8231,16429,14390,15616,13614,8278,12091,8709,12531,12598,13931,15728,13232,11453,11444,13631,12884,"
"
X80763_s_at,530,447,309,552,670,298,269,261,449,694,375,411,444,289,381,610,417,361,790,473,479,410,559,396,404,408,478,746,613,494,497,511,522,305,331,426,506,664,"
"
X62534_s_at,1688,1745,2127,917,581,764,5202,3090,1159,3157,1336,1890,2661,4622,978,1547,1899,1933,524,1642,2318,1579,3050,4234,2302,1263,2578,907,1084,3078,1856,3213,2174,2937,1080,806,719,910,"
"
S54005_s_at,8231,6678,8644,4823,5032,3449,8020,10267,11554,4548,5136,5428,14377,1821,5089,7361,5668,8520,2815,10026,13494,8309,13650,8151,7035,4893,6335,4241,3291,5513,4354,2305,3532,3002,8758,6778,6503,3015,"
"
S49592_s_at,815,1159,339,551,1590,439,1193,859,709,1667,782,844,944,747,927,1026,583,1251,1137,952,1425,1218,1312,1005,1067,697,604,1153,634,1476,706,991,869,422,853,495,673,1227,"
"
S72024_s_at,778,1575,729,902,872,229,491,1256,546,2116,630,464,864,93,414,534,556,218,1079,187,934,1250,638,803,1510,1221,928,511,382,1173,1875,852,1188,1422,1503,871,1029,1344,"
"
X04347_s_at,7952,8007,8590,4837,5900,7776,11147,11945,13266,14305,12480,13200,14969,21800,9800,8801,8652,10379,11399,8200,7378,11252,13380,16104,14090,9518,9568,8908,6525,7940,11157,13782,13343,13435,8528,8328,7667,8577,"
"
U00947_s_at,7544,6458,6756,5502,7994,3920,6682,7083,7504,18335,5061,7537,17992,11922,9157,8195,8189,6181,7673,9020,7222,5777,11530,7980,11075,8338,6966,9149,6924,6705,7799,10985,13671,7473,9282,6356,6777,9770,"
"
U06155_s_at,16627,16263,16907,24678,22446,19269,17921,14709,16885,11986,18651,18402,9923,16869,13486,15906,17607,16741,23874,13660,18795,23447,13607,18936,17279,15302,24462,16661,24398,19580,16252,18270,14844,17395,13461,346,17193,16928,"
"
U26312_s_at,508,442,693,161,260,232,466,673,636,1040,295,409,1203,769,105,543,220,191,250,545,736,496,944,569,616,593,597,271,156,273,296,246,343,611,431,231,403,266,"
"
U30827_s_at,1564,869,1520,1270,1047,626,2361,1911,1992,2864,388,1514,7315,744,852,1458,1087,847,491,1467,941,992,1330,785,1415,990,842,1129,480,1894,1271,1315,1499,991,923,665,1678,2281,"
"
Z47038_s_at,1056,1009,477,1258,1326,612,466,599,799,1967,567,596,888,549,778,1093,837,564,1012,1181,983,1065,1454,566,1123,709,993,915,1156,1060,1112,1030,1042,628,1068,838,1216,1401,"
"
Z49148_s_at,13947,15454,15614,14372,10340,16050,15161,16082,17802,15251,16024,17450,16382,717,7572,15083,17626,14943,15368,17262,12191,12808,16737,16655,16437,17070,14617,16412,14424,15151,16254,16474,16846,18646,16073,15388,16072,15758,"
"
U67122_s_at,857,272,463,181,335,500,772,722,759,1204,362,278,1332,915,443,765,557,354,111,1775,1026,769,1301,796,1691,782,599,413,235,499,773,525,834,692,636,435,612,796,"
"
U68105_s_at,5692,6490,7195,4844,3573,4124,4793,8161,4602,8698,4438,4254,7537,8507,3088,10035,4173,3858,4216,7041,4083,4109,9172,4490,8199,10548,3960,8491,4753,6358,7926,5144,6446,5244,8003,5608,6461,8048,"
"
Z48501_s_at,8418,11464,9349,8501,7147,7890,6958,11899,6535,14646,5751,4662,9423,2707,4032,13925,8182,4738,5501,11569,9735,12415,11768,7699,11586,14111,7918,14923,7756,17637,15156,14974,15314,7781,17059,11691,14495,17701,"
"
U70439_s_at,4531,3426,2889,2434,2443,3328,5589,6117,3248,10534,4198,3414,7513,7540,1233,2978,3707,4559,2404,4411,5131,6022,11505,7747,7021,6059,5881,3590,3243,5381,7111,6495,8445,6144,4106,4484,5091,5452,"
"
X15729_s_at,2840,1939,2747,2437,2166,954,4673,2988,4266,5062,1213,2367,7411,3597,2375,3169,2358,1652,1307,3719,3168,1911,3913,1835,4006,1944,2002,3504,1466,2970,1971,2413,2633,1629,2387,1511,3471,3377,"
"
X56681_s_at,11038,5763,7880,9313,17824,12007,12034,7810,5025,13163,3790,12339,15667,14895,16296,9081,19906,15025,8852,18550,8395,6691,14466,17694,18092,7974,10800,15579,6927,17473,16131,18115,20008,10381,18427,11399,20905,19894,"
"
X74874_rna1_s_at,786,633,394,813,884,304,1086,1214,580,1065,290,487,1283,592,591,1081,624,932,555,1354,644,702,897,757,1268,784,1018,871,432,1055,1372,1799,1478,550,1543,506,920,684,"
"
Z25521_s_at,1201,1145,1824,1270,800,606,914,1832,1079,4513,662,1228,2117,930,614,1135,560,977,736,2302,3241,1863,5405,1056,1727,1146,1025,2037,608,1046,818,1189,942,1008,831,639,2013,847,"
"
S82297_at,9712,10177,10411,15906,13491,15498,11377,8694,10877,7732,12915,12501,6577,1971,12984,8384,11551,9246,11812,9336,11723,16421,8891,11955,8079,9068,8358,9010,11349,11462,10225,10039,9450,15536,8768,13263,10599,9954,"
"
HG4557-HT4962_at,317,244,377,297,358,194,596,465,463,734,230,238,1121,1083,359,504,311,309,234,658,331,305,249,236,675,399,348,581,394,250,190,420,261,323,208,261,505,367,"
"
L11672_at,8409,6873,4278,5368,9591,3503,6150,5106,5962,10625,3049,5057,10626,7314,4585,8166,4571,8839,4769,6711,10142,5711,6741,6129,6088,5791,5567,9895,6181,4380,3864,4793,3737,1677,4224,3575,6022,6249,"
"
L11672_r_at,5056,2355,1252,1557,5201,747,3844,2333,2999,3258,591,1837,6101,5118,1540,3159,1514,3629,1742,3888,3583,1954,3420,1288,3894,3367,2756,2474,2228,722,685,1322,794,663,1050,873,2652,2891,"
"
U57341_r_at,6078,7160,3449,6793,7209,5093,3342,3847,4164,7492,3008,4158,4621,2441,4325,4161,4659,3329,6561,5383,7157,6364,7439,4456,4589,4884,4708,6387,4772,7591,6352,5803,7326,2608,5233,7617,8586,8397,"
"
X98482_r_at,13665,11275,12465,25426,19434,13818,15440,14117,15433,11938,16258,14620,15837,15421,11497,14915,13845,15196,20233,16658,15568,27089,7483,18687,18793,15294,18133,9398,16600,17935,13628,18443,14102,6081,13786,18188,10870,9746,"
"
HG3597-HT3800_f_at,9017,3434,2839,3430,6676,5218,10658,7704,3130,9716,4575,5295,8942,2197,4150,3567,7874,9642,4058,6913,4112,1454,3610,2784,2093,6636,1313,3906,5277,11486,6848,3269,6028,6459,8243,3536,4744,9255,"
"
HG1980-HT2023_at,3793,4668,3305,4104,1939,669,4462,6251,3938,3915,2528,3436,3281,7928,779,3397,2840,5035,1373,1748,2658,2354,8086,3135,3401,1464,2319,3207,2305,8800,8030,4255,3798,2453,7890,3877,5341,3737,"
"
M36072_at,12923,14392,14312,14145,14190,17168,12386,12760,14370,13220,16252,13732,9683,13082,12426,14870,15468,13426,17142,12948,12755,16330,12784,15860,15409,14808,14372,13747,12616,15169,13364,15180,14396,15865,13569,18619,14479,15451,"
"
X01703_at,2620,1107,2087,152,2367,1951,2255,1797,2329,3759,1172,416,6550,8070,1256,1723,1699,2170,1087,4782,2396,1086,6745,6035,5198,883,1506,1166,651,1545,556,503,2421,1386,3632,1714,4126,4682,"
"
X69654_at,14339,8995,3407,9501,13139,9679,6609,12996,5844,17340,8179,3463,9984,10260,3061,15264,4503,10194,4657,5086,9748,6280,14776,4398,5914,10724,8461,15355,4222,8360,9988,3885,12725,17186,4888,5716,13914,5333,"
"
U09587_at,1492,1101,1419,1113,1310,423,1597,1658,1566,2687,1483,1923,3557,3231,961,1360,813,1436,1398,1817,1496,1154,2857,1462,2383,1388,1554,1168,1007,1294,1858,1594,1619,1185,1753,1188,868,949,"
"
